Date,City,Total City Frequency,State or Territory,Total Deaths,Perpetrator Deaths,Total Injuries,Perpetrator Injuries,Total Victims,Description,Month
2025-07-28,Detroit,3,Michigan,2,0,2,0,4,A man and a woman were killed and two other women were injured in a shooting at a Marathon gas station in the Martin Park neighborhood.[158],7.0
2025-07-28,New York City,7,New York,5,1,1,0,6,"2025 Midtown Manhattan shooting: A man opened fire inside 345 Park Avenue in Midtown Manhattan, killing a New York City Police Department officer and a woman before spraying the lobby with gunfire. The man then shot a security officer and another man in the lobby before taking an elevator to the 33rd floor of the building where he killed another person before fatally shooting himself.[156] Investigators believe the man was attempting to target the headquarters of the National Football League, but took the wrong elevator.[157]",7.0
2025-07-29,Lake County,1,Tennessee,4,0,0,0,4,"Four people were found shot to death northeast of Tiptonville.[153] The suspect, who was dating a relative of the victims, allegedly abandoned a baby of two of the victims in a yard in Dyer County after the killings and was later arrested in Jackson after a seven-day manhunt after he was discovered hiding in a vacant pool house.[154][155]",7.0
2025-07-30,Philadelphia,9,Pennsylvania,0,0,5,0,5,"At least one person opened fire at a recreation center in the Cobbs Creek neighborhood, injuring five people, among whom were two children and two teenagers.[152]",7.0
2025-07-30,Atlanta,8,Georgia,0,0,4,0,4,Four people were injured in a shooting at an apartment complex in the Scotts Crossing neighborhood.[151],7.0
2025-08-01,Mayagüez,1,Puerto Rico,1,0,5,0,6,"A teenager was killed and five others, including at least one other teenager, were injured in a shooting at a nightclub during informal ""Prep Week"" festivities ahead of the next semester of university. Several of the victims, not including the deceased teen, were students at various universities.[150]",8.0
2025-08-01,Anaconda,1,Montana,4,0,0,0,4,"2025 Anaconda shooting: A man is suspected of opening fire at a bar next door to where he lived, killing four people, before fleeing and sparking a manhunt.[148] The suspect was captured seven days later.[149]",8.0
2025-08-01,Memphis,8,Tennessee,1,0,3,0,4,A drug deal gone wrong resulted in a shooting that killed a man and injured three others in the Westwood neighborhood.[147],8.0
2025-08-02,Omaha,3,Nebraska,0,0,7,0,7,Seven people were injured when a shooting at a liquor store broke out near the Bedford Place neighborhood.[146],8.0
2025-08-02,Harvey,1,Illinois,1,1,6,1,7,"Two people opened fire during a party, injuring five people, including a 4-year-old child, before another partygoer returned fire, killing one and injuring the other.[145]",8.0
2025-08-03,Iowa City,1,Iowa,0,0,4,0,4,Four people were shot in a residential area.[144],8.0
2025-08-03,Augusta,2,Georgia,1,0,3,0,4,"A shooting at an Advance Auto Parts killed a 14-year-old boy and wounded another, and adjacent to the store at a Texaco gas station, two other people were shot.[143]",8.0
2025-08-03,Virginia Beach,1,Virginia,0,0,4,0,4,Four people were injured in an early morning shooting.[142],8.0
2025-08-04,Los Angeles,7,California,2,0,6,0,8,Two people were killed and six others were injured when a shooting at an unauthorized after-party for a festival broke out in the Fashion District of Downtown Los Angeles.[141],8.0
2025-08-04,San Juan,2,Puerto Rico,2,0,4,0,6,Six people were shot at a public housing complex.[140],8.0
2025-08-06,Fort Stewart,1,Georgia,0,0,5,0,5,A sergeant for the U.S. Army is accused of opening fire at Fort Stewart and wounding five service members.[139],8.0
2025-08-09,Midland,1,Texas,0,0,4,0,4,A large street brawl escalated into a shooting that wounded four people.[137],8.0
2025-08-09,Baltimore,5,Maryland,1,0,5,0,6,"Six people, including a 5-year-old girl, were shot in the Park Heights neighborhood. A man who was critically injured later died.[136]",8.0
2025-08-10,Chicago,21,Illinois,0,0,4,0,4,"Four people, including two teenage boys, were shot in the West Garfield Park neighborhood.[135]",8.0
2025-08-10,Chicago,21,Illinois,1,0,5,0,6,"A woman was killed and five others, including three teens, were injured in a shooting in the South Austin neighborhood.[134]",8.0
2025-08-10,Jackson,5,Mississippi,0,0,8,0,8,Eight people were injured when a shooting near a nightclub broke out in the Fondren neighborhood.[133],8.0
2025-08-11,Chicago,21,Illinois,0,0,5,0,5,Five people were wounded in a shooting in the Grand Boulevard area of the Bronzeville neighborhood.[132],8.0
2025-08-11,Josephine County,1,Oregon,5,1,0,0,5,A man is suspected of shooting and killing his wife and their three children aged from 7 to 11 at their home west of Merlin before killing himself.[131],8.0
2025-08-16,Indianapolis,4,Indiana,0,0,4,0,4,Four people were shot in the Martindale–Brightwood neighborhood.[130],8.0
2025-08-16,Chicago,21,Illinois,0,0,4,0,4,Four people were shot in the Near West Side neighborhood.[129],8.0
2025-08-16,Yakima County,1,Washington,0,0,5,0,5,Five people were injured in a shooting during a large party southeast of Grandview.[128],8.0
2025-08-17,Jefferson Davis County,1,Mississippi,1,0,4,0,5,A teenager was killed and four others were injured in a shooting at a dragstrip southwest of Prentiss.[124],8.0
2025-08-17,Saginaw,1,Michigan,0,0,5,0,5,Five people were shot after a street gathering descended into gunfire. One of the gunshot victims was also struck by a vehicle.[125],8.0
2025-08-17,New York City,7,New York,3,1,11,0,14,"A dispute at a bar in the Crown Heights neighborhood of Brooklyn escalated into a gang-related shootout that killed three men and injured 11 others. Two of the dead, one of whom was affiliated with Folk Nation, were a part of the shootout while two other gunmen escaped.[127]",8.0
2025-08-17,Richmond,1,Virginia,1,0,3,0,4,A man was killed and three others were injured in a shooting at an apartment complex in the Southwood neighborhood.[126],8.0
2025-08-18,Mount Carbon,1,West Virginia,2,1,3,0,5,"A man shot at four people in a carport, killing a man and injuring the other three, before entering his home next door and killing himself.[122][123]",8.0
2025-08-22,New York City,7,New York,0,0,4,0,4,Four teenagers were shot in the Westchester Square neighborhood of the Bronx.[121],8.0
2025-08-22,Perry,1,Florida,2,0,2,0,4,Two teenagers were killed while another teenager and a man were injured in a shooting at an apartment complex.[120],8.0
2025-08-23,New York City,7,New York,1,0,4,0,5,"A shooting during a basketball tournament being held in a park in the Baychester neighborhood of the Bronx killed a man and injured four others, including a teenage girl.[119]",8.0
2025-08-23,Juncos,1,Puerto Rico,0,0,4,0,4,Four men were shot and injured in the early morning.[118],8.0
2025-08-24,Kansas City,6,Missouri,2,0,3,0,5,"An argument in a Downtown Kansas City parking lot escalated into a shooting that killed two men and injured three others, including a juvenile.",8.0
2025-08-24,Robinwood,1,Maryland,0,0,4,0,4,Four people were shot at a bar overnight.[117],8.0
2025-08-26,Los Angeles,7,California,0,0,5,0,5,Five people were shot outside a market in the Vermont Knolls neighborhood.[116],8.0
2025-08-26,Minneapolis,8,Minnesota,1,0,6,0,7,A shooting in the Phillips West neighborhood behind Cristo Rey Jesuit High School killed a man and injured six others.[115],8.0
2025-08-27,Minneapolis,8,Minnesota,3,1,27,0,29,"Annunciation Catholic Church shooting: A person opened fire in the Windom neighborhood through the windows of Church of the Annunciation at the beginning of morning Mass, killing two children sitting in the church pews and injuring 27 others, 24 of whom were children. Another person suffered a non-gunshot injury.[113] The shooter then died by suicide.[114]",8.0
2025-08-29,Lakeland,1,New York,0,0,4,0,4,Four people were shot at a fire department's recreation hall during a party being hosted there.[112],8.0
2025-08-30,Jackson,5,Mississippi,2,0,2,0,4,Two men were killed and two others were injured in a shooting.[109],8.0
2025-08-30,Chicago Heights,1,Illinois,1,0,4,0,5,A shooting killed a man and injured four others.[110],8.0
2025-08-30,Chicago,21,Illinois,0,0,7,0,7,Seven people were shot during a drive-by shooting when at least one gunman opened fire on a crowd in Bronzeville.[111],8.0
2025-08-31,Chicago,21,Illinois,0,0,4,0,4,Four people were shot during a drive-by shooting in the West Town neighborhood.[108],8.0
2025-09-01,Chicago,21,Illinois,0,0,5,0,5,"Five people, including a juvenile, were found injured by gunfire in Bronzeville.[107]",9.0
2025-09-01,New York City,7,New York,1,0,4,0,5,"A gunman in a vehicle opened fire on a group of men outside a deli in the Allerton section of the Bronx, killing one man and injuring four other men. After the shooting, the suspect sustained injuries after he collided with a stalled van a few blocks away from the scene.[106]",9.0
2025-09-03,Kansas City,6,Missouri,0,0,5,0,5,Five people were injured in a shooting at an apartment complex in the Hyde Park neighborhood.[105],9.0
2025-09-06,Portsmouth,3,Virginia,1,0,3,0,4,An overnight shooting killed one person and wounded three others.[104],9.0
2025-09-07,Liberty County,1,Texas,2,0,4,0,6,"A customer at a bar east of Plum Grove fetched a firearm from his vehicle and opened fire, killing a man and injuring five others before escaping.[102] One man succumbed to his injuries a day later.[103]",9.0
2025-09-07,Cleveland,6,Ohio,0,0,6,1,6,"A fight at a bar escalated into a shooting that wounded six, including two teenagers and the suspect, in the Flats neighborhood.[101]",9.0
2025-09-07,Memphis,8,Tennessee,0,0,4,0,4,"Four juveniles were shot, aged 3 to 15, in the Hickory Hill neighborhood by suspects clad in ski masks and black clothing.[100]",9.0
2025-09-08,Santa Ana,1,California,1,0,3,0,4,A gang-related shooting killed a 13-year-old boy and injured three other teenagers in the Santa Anita neighborhood.[99],9.0
2025-09-09,San Francisco,4,California,0,0,6,0,6,A shooting during a marijuana event in the India Basin neighborhood wounded six people.[98],9.0
2025-09-11,Tampa,2,Florida,1,0,5,0,6,A 17-year-old boy was killed and five men were wounded in an overnight shooting outside an apartment complex in the Northeast Tampa neighborhood.[97],9.0
2025-09-12,Chicago,21,Illinois,0,0,4,0,4,Four men were injured in a shooting in the Englewood neighborhood.[96],9.0
2025-09-15,Minneapolis,8,Minnesota,1,0,4,0,5,"Five men were injured in a shooting at a homeless encampment in the area of Lyndale and Whittier, including one critically.[94] One man succumbed to his injuries five days later.[95]",9.0
2025-09-15,Minneapolis,8,Minnesota,1,0,6,0,7,"A woman was fatally wounded, and six others were injured in a shooting at a homeless encampment in the Longfellow neighborhood. The shooting happened on a property where the property owner had allowed homeless residents to camp on the property in protest of the perceived failure of city officials to address the homelessness crisis in the city.[93]",9.0
2025-09-17,North Codorus Township,1,Pennsylvania,4,1,2,0,6,"2025 North Codorus Township shooting: A man ambushed police officers investigating the property of a woman south of Spring Grove who reported that an ex-boyfriend was stalking and harassing her. Upon opening the front door of a farmhouse, the man opened fire, killing three police officers and wounding two others. An injured officer managed to return fire and kill the shooter. Investigators also discovered that the ex-girlfriend's family dog had been fatally shot by the man before their arrival.[92]",9.0
2025-09-18,Atlanta,8,Georgia,0,0,4,0,4,Three teenagers and child were injured in a shooting at an apartment complex in the Peoplestown neighborhood.[91],9.0
2025-09-18,Antioch,1,California,2,0,2,0,4,"A late night shooting killed two people and injured two others, including a teenager.[90]",9.0
2025-09-18,Jacksonville,2,Florida,1,0,3,0,4,"Five people, including a child, were fired upon by at least one occupant of another vehicle on Interstate 10 near the Interstate 95 split. A man was killed and three of them were wounded, but the child escaped uninjured.[89]",9.0
2025-09-19,Omaha,3,Nebraska,0,0,4,0,4,"Four people, including a teenage boy, were injured in a shooting at a grocery store in the Lincoln Heights neighborhood.[88]",9.0
2025-09-20,Green Level,1,North Carolina,0,0,5,0,5,"A shooting during a large party wounded five people, including two juveniles.[85]",9.0
